# positive_definite_k5_catalog=101272 selected_bases=5000 quadratic_rows=12005000 rank_five_labeled=157083 distinct_triangle_count_vectors=137296
6,4,3,1,1,5,1,1,1,1,3,4,6,6,6,3,4,4,4,4,4,4,9,9,10,11,11,11,11,12,13,14,37,45,50
6,4,3,1,5,5,1,1,3,1,3,1,6,6,4,3,4,4,4,9,9,9,9,10,10,11,11,11,11,13,13,39,39,45,46
6,3,3,1,1,6,1,4,1,1,6,3,3,6,5,3,4,4,4,8,8,8,9,11,11,11,11,11,11,13,14,39,39,40,46
6,3,3,1,4,6,1,4,1,1,6,1,3,6,3,4,4,4,4,8,8,9,9,9,9,11,11,11,11,14,14,34,37,40,46
6,6,1,1,1,6,1,3,1,1,4,3,6,6,6,4,4,4,4,4,4,4,4,11,11,11,11,11,11,14,14,37,37,50,50
6,4,2,5,1,5,1,4,3,1,6,3,2,6,1,3,3,5,5,7,7,7,7,9,9,11,11,11,11,19,33,45,45,45,45
6,3,3,1,1,6,2,3,1,1,6,3,3,6,5,3,4,7,7,8,8,8,10,11,11,11,11,11,11,21,24,39,39,40,40
3,2,5,6,1,5,1,1,6,1,3,6,6,2,3,3,4,6,6,7,7,7,10,10,11,11,11,11,11,23,24,24,34,49,49
3,1,6,6,3,5,1,3,4,1,2,6,6,3,1,3,4,7,7,7,9,9,10,11,11,11,11,11,11,23,32,34,34,45,50
3,1,6,6,3,5,1,3,6,1,2,4,6,3,1,3,4,5,7,7,9,9,10,11,11,11,11,11,11,23,34,34,34,45,50
6,6,1,2,1,6,1,3,1,1,3,3,5,6,6,4,4,4,4,4,4,6,7,10,10,11,11,11,11,24,24,34,34,49,50
5,5,2,1,6,6,1,3,4,1,3,6,6,3,1,4,4,6,6,7,9,9,10,10,11,11,11,11,11,24,34,45,46,48,49
3,4,3,1,6,3,3,5,1,1,3,6,6,3,1,3,4,8,8,9,9,10,11,11,11,11,11,11,11,31,32,33,34,39,46
6,5,3,1,3,5,1,3,1,1,3,3,5,6,3,3,4,8,8,10,10,10,10,10,10,11,11,11,11,31,33,33,34,39,48
5,5,3,3,1,6,1,1,3,1,3,3,6,4,6,4,4,9,9,9,10,10,10,10,10,11,11,11,11,33,34,34,34,46,48
5,5,3,3,1,6,1,1,3,1,3,3,6,6,6,4,4,10,10,10,10,10,11,11,11,11,11,11,11,33,34,34,34,48,50
